,0,1,2,3,4
156,临沂一窝点 洗衣粉兑水造“立白”等品牌洗洁精,2016年08月19日,http://news.e23.cn/content/2009-03-10/200931000043.html,中国广播网,"男子患怪病喝洗洁精 每日半瓶已长达四年,近日,记者了解到,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。近日,...  查看更多相关新闻>>  -  百度快照"
157,福田东海城市广场组“人墙”驱赶广场舞 还往地上泼洗洁精,2016年09月28日,http://www.sznews.com/news/content/2017-05/10/content_16191563.htm,华龙网,"(记者 任国勇 通讯员 陆公轩) 26日凌晨0点,六合公安分局机场派出所接到一女子报警称,她的儿媳妇小杨因琐事与儿子小陈发生争吵,随后喝了洗洁精就离家出走了,希望...  百度快照"
158,有只兔子:免洗洁精餐具为品质生活护航。,2015年11月30日,http://news.163.com/17/0520/00/CKRBL04000018AOP.html,中国质量新闻网,餐具洗涤剂 1.5kg/瓶 2015-10-12 浙江汉莎洗涤用品有限公司 2015年4季度 符合本次监督检查要求 无 2 餐具洗涤剂 3.785L/瓶 2015-07-29 诸暨神鹰康星化...  百度快照
159,有只兔子:免洗洁精餐具无需“立白”一样实现立白,2016年08月19日,http://news.163.com/17/0518/00/CKM7FG5F00018AOP.html,新浪四川站,"重庆男子患怪病喝洗洁精 每日半瓶已四年,2016年8月17日。近日,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。这...  查看更多相关新闻>>  -  百度快照"
160,有只兔子:免洗洁精餐具无需“立白”一样实现立白,2015年07月21日,http://news.163.com/17/0518/00/CKM7FG5F00018AOP.html,中国网,"当天,工商部门查处了东郊市场两家涉嫌“高仿”日用品的商户,封存包括洗发水、沐浴液、洗洁精、蚊香、牙膏、化妆品等共计24个品牌的日用品,等待进一步检测。 (记者何...  查看更多相关新闻>>  -  百度快照"
161,洗涤剂能去蔬菜农残?不靠谱,2013年04月16日,http://finance.ifeng.com/a/20160520/14400102_0.shtml,浏阳网,"“现在用的都是从超市里买来的这种洗洁精。”他从洗漱间提出一桶某品牌洗洁精,“价格要贵一倍,但用起来放心一些。” 洗洁精使用情况将列入检查 这次突击检查共...  百度快照"
162,残留洗洁精食后拉肚子,2016年09月27日,http://e.hznews.com/paper/djsb/20080608/07/6/,中国广播网,"几天前,六合就有一女子,因为丈夫醉酒晚归与其争吵后,竟然吞了洗洁精离家出走了...经医生检查后得知:由于洗洁精毒性不高,且小杨所吞的剂量也不多,并无生命危险...  查看更多相关新闻>>  -  百度快照"
163,劣质洗洁精流进大饭店3:供货商干了十几年都没人管,2016年04月22日,http://news.sina.com.cn/c/2005-02-20/03285147432s.shtml,南方网,"近日,市民黄先生向本报反映,自己和同事在市区某商场购物时,同事因为踩到商场地面的洗洁精而不慎滑倒摔伤。  百度快照"
164,厨房清洗剂质量风险监测 三成多对皮肤有刺激,2015年07月20日,http://news.ifeng.com/a/20150326/43420277_0.shtml,人民网黑龙江站,"原标题:“高仿”日用品充斥市场假立白洗洁精砷超标58倍 朝阳区东郊市场一家日用杂货批发店,销售人员(右)在隐蔽处取出“高仿”洗发水卖给记者。新京报记者近日走访...  查看更多相关新闻>>  -  百度快照"
165,江夏一“消毒公司”因用不明洗洁精被查处,2014年09月22日,http://news.163.com/07/0411/08/3BPKIHFO000120GU.html,闽南网,"检查过程中,王警官和李女士都很急,小明却根本不着急,还说,“我刚刚喝的‘果汁’有点甜”。王警官马上对他进行教育,“那不是饮料,是洗碗的洗洁精,不能乱喝的...  查看更多相关新闻>>  -  百度快照"
166,贵阳“两湖”饮用水源保护区 禁磷屡禁不绝(组图),2016年08月19日,http://news.sohu.com/20061115/n246398362.shtml,新蓝网,"7日,一组重庆男子患怪病,日喝半瓶洗洁精的1​1张图片在网上蹿红。昨日,记者调查后,发现这是一起假新闻!  百度快照"
167,冒牌洗洁精加工窝点覆灭记,2014年03月18日,http://www.cqn.com.cn/news/zgzlb/diba/36095.html,网易,"特别喜欢喝这种饮料,那个瓶子里面装的是淡绿色液体,我们看了之后发现是洗洁精。...记者从德阳市人民医院儿科获悉,当晚乐乐被送到急诊科后,医生检查发现他的心肌酶...  查看更多相关新闻>>  -  百度快照"
168,徐州市质检中心完成全省卫生洁具清洗剂监督抽查及风险监测工作,2014年03月11日,http://www.cqn.com.cn/news/zjpd/dfdt/1130263.html,网易,"洗洁精你用对了吗? 洗洁精,烷基磺酸钠,化学成分,... 消费者在选购洗洁精产品时,应检查有无国家有关质量认证标志,是否有商标、厂名、执行标准和保质期等,合格产品...  百度快照"
169,果蔬温水盐水洗涤剂效果不同 今可免费测农残,2014年07月15日,http://www.chinadaily.com.cn/hqcj/xfly/2015-04-18/content_13563117.html,中国质量新闻网,"从2015年1月1日起,各省(区、市)质量技术监督部门按照《办法》规定,对餐具洗涤剂获证企业包装情况开展检查,对仍不符合《办法》要求的生产企业进行查处,促进行业...  百度快照"
170,福州19家酒楼使用黑作坊洗洁精 细菌超标几百倍,2016年04月11日,http://news.163.com/07/0409/09/3BKKNQ05000120GU.html,凤凰江西站,"当你在餐馆享受美食时,可曾想过那些盛满美食的餐具,是用什么洗洁精洗过的?近日,南昌日报热线接到多位市民来电反映,南昌多家餐馆使用“三无”洗洁精清洗餐具。“...  查看更多相关新闻>>  -  百度快照"
171,楚天金报报道促动 武汉将清查餐馆酒店问题洗洁精(图),2016年09月28日,http://news.163.com/07/0323/09/3A8QDRJG000120GU.html,99健康网,"由于丈夫醉酒晚归,妻子赌气喝下洗洁精。这洗洁精会不会有毒?喝下洗洁精之后会怎么样呢?下面就一起来了解下事情的经过。  查看更多相关新闻>>  -  百度快照"
172,饮食店惊人内幕:洗菜用洗衣粉 洗碗不用洗洁精,2013年08月16日,http://business.sohu.com/57/33/article206833357.shtml,网易,"洗洁精搞鬼! 昨日下午3点半左右,读者张先生拨打商报百姓新闻网6757777报料称,...供水公司工作人员赶到,检查该地段后,发现该公司在此路段下方没有埋水管,排除水管...  百度快照"
173,受检洗衣粉都检出荧光增白剂 不少洗洁精洗手液检出塑化剂,2014年11月17日,http://jsnews.jschina.com.cn/system/2015/03/20/024036328.shtml,人民网,"原标题:公交车地板残留洗洁精 女子上车不慎滑倒进医院 家住杭州普福村的丁...从病例上看,医生初步诊断为头部外伤和多处挫伤,头、颈和腰的CT检查和胸腔、腹部...  查看更多相关新闻>>  -  百度快照"
174,一天搅出几吨洗洁精,2013年04月08日,http://finance.sina.com.cn/roll/20070323/02511283320.shtml,腾讯新闻,"经检查,发现该作坊无生产许可证,并且往臭豆腐里添加违禁添加剂硫酸亚铁。据悉,生产的臭豆腐主要销往马王堆一带的农贸市场、市区流动摊贩等。 在生产洗洁精的作坊里...  百度快照"
175,杭州捣毁一地下洗洁精加工厂,2014年09月22日,http://news.enorth.com.cn/system/2001/01/17/000051473.shtml,凤凰网,"海都讯 前日下午5时许,晋江陈埭梧埭村某超市里,西滨派出所民警正在进行安全检查,在清洁用品的货架,看到一个3岁左右的小男孩拿着洗洁精。“当时以为男孩父母应该...  百度快照"
176,广州抽查定量包装合成洗涤剂 18批次净含量检验不合格,2014年05月28日,http://www.cqn.com.cn/news/xfpd/ccgg/dfcc/2014/1008622.html,中金在线,"“消毒”用开水烫,“抛光”用洗洁精 在牙科医院内售价不菲的假牙为何被检测出质量问题,这些假牙又来自何处?为了弄清假牙从生产到进入流通领域的全过程,记者通过多...  百度快照"
177,六大品牌测评 贝亲婴儿衣物清洗剂不合格,2014年04月04日,http://info.clean.hc360.com/2014/01/060848263974.shtml,新浪,"洗洁精作为家居清洁好帮手,可以有效去除餐具等物品的污渍,但其主要成分是烷基磺酸钠、脂肪醇醚硫酸钠等化学成分,若不正确使用,也会对人体带来危害。 传统洗洁精所...  百度快照"
178,公用餐具不干净三无洗涤剂入餐馆 监督员查来历,2013年03月21日,http://news.163.com/05/0413/13/1H7LVP8M0001122B.html,杭州日报,"9日上午,翠苑工商所联合翠苑街道安监办、综治办、区质量技术监督分局依法对该生产窝点进行检查,当场发现片碱、酸、盐及粘性物质等洗洁精加工原料(部分为危化品...  百度快照"
179,武汉卫生监督所将对餐饮单位洗洁精开展大清查,2013年04月25日,http://news.163.com/07/0308/09/3925UC6F00011229.html,西部网,"库房工人:“你要洗洁精吗?”     记者:“你这是咋...    根据现场检查发现的种种不规范行为,执法人员当场将产品封存,表示...  百度快照"
